Coursename,CRN,Department,CourseID,Section,Level,Credits,Prerequisites,timeslot,Day,Location,Term,Roomtype,Instructor,Capacity
Geophysics,12677,GEO,340,5,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Shineman Center 370,"Jan 23, 2017 - May 05, 2017",Lecture,David   Valentino,30
Intro to Remote Sensing,12857,GEO,350,6,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Shineman Center 370,"Jan 23, 2017 - May 05, 2017",Lecture,Rachel   Lee,30
Intro to Remote Sensing Lab,12859,GEO,350,7,Undergraduate ,3,,9:35 am - 12:15 pm,R,Shineman Center 377,"Jan 23, 2017 - May 05, 2017",Laboratory,Rachel   Lee,30
Petrology,10372,GEO,416,1,Undergraduate ,3,,8:00 am - 8:55 am,MWF,Shineman Center 370,"Jan 23, 2017 - May 05, 2017",Lecture,David   Valentino,30
Petrology Lab,10774,GEO,416,2,Undergraduate ,3,,9:35 am - 12:30 pm,T,Shineman Center 375,"Jan 23, 2017 - May 05, 2017",Laboratory,David   Valentino,30
Paleontology,10650,GEO,440,3,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Shineman Center 370,"Jan 23, 2017 - May 05, 2017",Lecture,Brian   Hough,30
Paleontology Lab,10775,GEO,440,4,Undergraduate ,3,,2:20 pm - 5:15 pm,R,Shineman Center 370,"Jan 23, 2017 - May 05, 2017",Laboratory,Brian   Hough,30
Geomorphology,12618,GEO,450,5,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Shineman Center 370,"Jan 23, 2017 - May 05, 2017",Lecture,Carl J  Pierce,30
Geochemistry,12900,GEO,475,6,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Shineman Center 370,"Jan 23, 2017 - May 05, 2017",Lecture,Allen   Andersen,30
Elementary German,10390,GER,101,7,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Marano Campus Center 142,"Jan 23, 2017 - May 05, 2017",Lecture,Ana   Djukic-Cocks,30
Continuing Elementary German,10383,GER,102,1,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 306,"Jan 23, 2017 - May 05, 2017",Lecture,Johanna M  Henry,30
Continuing Elementary German,10384,GER,102,2,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Marano Campus Center 323,"Jan 23, 2017 - May 05, 2017",Lecture,John F  Lalande,30
Continuing Intermediate German,10385,GER,202,3,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 258,"Jan 23, 2017 - May 05, 2017",Lecture,Ana   Djukic-Cocks,30
Advanced German B,11010,GER,302,4,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Marano Campus Center 258,"Jan 23, 2017 - May 05, 2017",Lecture,Ana   Djukic-Cocks,30
Berlin in the 20th Century,12665,GER,392,5,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Marano Campus Center 258,"Jan 23, 2017 - May 05, 2017",Lecture,Ana   Djukic-Cocks,30
GER Translation:Methods/Practi,12853,GER,441,6,Undergraduate ,3,,8:40 am - 10:05 am,MW,Marano Campus Center 242,"Jan 23, 2017 - May 05, 2017",Lecture,John F  Lalande,30
Internship,11910,GER,498,7,Undergraduate ,3,,3:00 pm - 4:45 pm,M,TBA,"Jan 23, 2017 - May 05, 2017",Internship,John F  Lalande,30
Introduction to Global Studies,12895,GLS,200,1,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Shineman Center 174,"Jan 23, 2017 - May 05, 2017",Lecture,Joshua   McKeown,30
Globalization/Global Cultures,12690,GLS,301,2,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Mahar Hall 204,"Jan 23, 2017 - May 05, 2017",Lecture,Craig P  Warkentin,30
Principles of Accounting I,10006,ACC,201,3,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Rich Hall 221,"Jan 23, 2017 - May 05, 2017",Lecture,Susan   Wright,30
Principles of Accounting I Lab,10747,ACC,201,4,Undergraduate ,3,,8:00 am - 8:55 am,M,Rich Hall 221,"Jan 23, 2017 - May 05, 2017",Laboratory,Derek Matthew  Holden,30
Principles of Accounting I,10007,ACC,201,5,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Rich Hall 324,"Jan 23, 2017 - May 05, 2017",Lecture,Susan   Wright,30
Principles of Accounting I Lab,10748,ACC,201,6,Undergraduate ,3,,8:00 am - 8:55 am,W,Rich Hall 221,"Jan 23, 2017 - May 05, 2017",Laboratory,Emily N  Karszes,30
Principles of Accounting I,11352,ACC,201,7,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Rich Hall 221,"Jan 23, 2017 - May 05, 2017",Lecture,Susan   Wright,30
Principles of Accounting I Lab,11357,ACC,201,1,Undergraduate ,3,,12:40 pm - 1:35 pm,M,Rich Hall 324,"Jan 23, 2017 - May 05, 2017",Laboratory,Amanda M  Lattimore,30
Principles of Accounting I,11350,ACC,201,2,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Rich Hall 223,"Jan 23, 2017 - May 05, 2017",Lecture,Eric M  Ramon,30
Principles of Accounting I Lab,11355,ACC,201,3,Undergraduate ,3,,8:00 am - 8:55 am,T,Rich Hall 223,"Jan 23, 2017 - May 05, 2017",Laboratory,Dylan R  Niewiemski,30
Principles Of Accounting II,10008,ACC,202,4,Undergraduate ,3,,9:35 am - 10:55 am,TR,Rich Hall 221,"Jan 23, 2017 - May 05, 2017",Lecture,Victoria   Chiu,30
Principles Accounting II Lab,10749,ACC,202,5,Undergraduate ,3,,8:00 am - 8:55 am,T,Rich Hall 221,"Jan 23, 2017 - May 05, 2017",Laboratory,Spenser J  Iodice,30
Principles Of Accounting II,10009,ACC,202,6,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Rich Hall 223,"Jan 23, 2017 - May 05, 2017",Lecture,Heather   Losi,30
Principles Accounting II Lab,10750,ACC,202,7,Undergraduate ,3,,12:40 pm - 1:35 pm,W,Rich Hall 223,"Jan 23, 2017 - May 05, 2017",Laboratory,Charlene Ayamo Effa  Assam,30
Principles Of Accounting II,10010,ACC,202,1,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Rich Hall 223,"Jan 23, 2017 - May 05, 2017",Lecture,Heather   Losi,30
Principles Accounting II Lab,10751,ACC,202,2,Undergraduate ,3,,8:00 am - 8:55 am,W,Rich Hall 223,"Jan 23, 2017 - May 05, 2017",Laboratory,Cuifen   Zhuang,30
Principles Accounting II,10011,ACC,202,3,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Rich Hall 221,"Jan 23, 2017 - May 05, 2017",Lecture,Victoria   Chiu,30
Principles Accounting II Lab,10752,ACC,202,4,Undergraduate ,3,,3:55 pm - 4:50 pm,T,Rich Hall 221,"Jan 23, 2017 - May 05, 2017",Laboratory,Elena M  Margrey,30
Principles Of Accounting II,11353,ACC,202,5,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Rich Hall 221,"Jan 23, 2017 - May 05, 2017",Lecture,Victoria   Chiu,30
PrinciplesOf Accounting II Lab,11356,ACC,202,6,Undergraduate ,3,,3:55 pm - 4:50 pm,R,Rich Hall 221,"Jan 23, 2017 - May 05, 2017",Laboratory,Dylan R  Niewiemski,30
Principles Of Accounting II,11480,ACC,202,7,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Rich Hall 223,"Jan 23, 2017 - May 05, 2017",Lecture,Heather   Losi,30
Principles Of Accounting IILAB,11481,ACC,202,1,Undergraduate ,3,,12:40 pm - 1:35 pm,M,Rich Hall 223,"Jan 23, 2017 - May 05, 2017",Laboratory,Cuifen   Zhuang,30
Intermediate Accounting I,10838,ACC,301,2,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Rich Hall 221,"Jan 23, 2017 - May 05, 2017",Lecture,Andrea Maria Anastasia  Pagano,30
Intermediate Accounting I-LAB,10839,ACC,301,3,Undergraduate ,3,,12:40 pm - 1:35 pm,W,Rich Hall 221,"Jan 23, 2017 - May 05, 2017",Laboratory,Lindsay K  DiGiacomo,30
Intermediate Accounting II,10013,ACC,302,4,Undergraduate ,3,,9:35 am - 10:55 am,TR,Rich Hall 324,"Jan 23, 2017 - May 05, 2017",Lecture,Laura Bea  Lamb,30
Intermediate Accounting II,10616,ACC,302,5,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Rich Hall 324,"Jan 23, 2017 - May 05, 2017",Lecture,Laura Bea  Lamb,30
Accounting Information Systems,10617,ACC,305,6,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Rich Hall 323,"Jan 23, 2017 - May 05, 2017",Lecture,Thomas J  Tribunella,30
Accounting Information Systems,11482,ACC,305,7,Undergraduate ,3,,4:35 pm - 5:55 pm,MW,Rich Hall 323,"Jan 23, 2017 - May 05, 2017",Lecture,Thomas J  Tribunella,30
Cost Accounting,10014,ACC,310,1,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Rich Hall 324,"Jan 23, 2017 - May 05, 2017",Lecture,Laura Bea  Lamb,30
Cost Accounting,11438,ACC,310,2,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Rich Hall 324,"Jan 23, 2017 - May 05, 2017",Lecture,Laura Bea  Lamb,30
Acct for Non-Profit Orgnz,12708,ACC,340,3,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Rich Hall 223,"Jan 23, 2017 - May 05, 2017",Lecture,Heather   Losi,30
Auditing,10015,ACC,430,4,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Rich Hall 221,"Jan 23, 2017 - May 05, 2017",Lecture,Hema   Rao,30
Auditing,11479,ACC,430,5,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Rich Hall 221,"Jan 23, 2017 - May 05, 2017",Lecture,Hema   Rao,30
Advanced Accounting,10017,ACC,440,6,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Rich Hall 324,"Jan 23, 2017 - May 05, 2017",Lecture,Andrea Maria Anastasia  Pagano,30
Content Methods:Social Studies,12958,ADO,350,7,Undergraduate ,3,,TBA,TBA,TBA,"Jan 23, 2017 - May 05, 2017",Recitation or Discussion,Ritu   Radhakrishnan,30
Interdisciplinary Methods,10142,ADO,394,1,Undergraduate ,3,,4:30 pm - 7:30 pm,W,Hewitt Union 228B,"Jan 23, 2017 - May 05, 2017",Recitation or Discussion,David Paul  Parisian,30
Interdisciplinary Methods,12090,ADO,394,2,Undergraduate ,3,,4:30 pm - 7:30 pm,M,Hewitt Union 228B,"Jan 23, 2017 - May 05, 2017",Recitation or Discussion,Richard   Baier,30
Interdisciplinary Methods,12932,ADO,594,3,Graduate ,3,,4:30 pm - 7:30 pm,M,Hewitt Union 228B,"Jan 23, 2017 - May 05, 2017",Recitation or Discussion,Richard   Baier,30
Interdisciplinary Methods,13030,ADO,594,4,Graduate ,3,,4:30 pm - 7:30 pm,W,Hewitt Union 228B,"Jan 23, 2017 - May 05, 2017",Recitation or Discussion,David Paul  Parisian,30
Archaeology & Human Evolution,10171,ANT,111,5,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Mahar Hall 309,"Jan 23, 2017 - May 05, 2017",Lecture,Douglas   Pippin,30
Archaeology & Human Evolution,11486,ANT,111,6,Undergraduate ,3,,9:35 am - 10:55 am,TR,Lanigan Hall 105,"Jan 23, 2017 - May 05, 2017",Lecture,Alanna E  Ossa,30
Cultural Anthropology,11489,ANT,112,7,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Lanigan Hall 105,"Jan 23, 2017 - May 05, 2017",Lecture,Jing   Lei,30
Cultural Anthropology,10173,ANT,112,1,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Lanigan Hall 105,"Jan 23, 2017 - May 05, 2017",Lecture,Lindsay   Bell,30
Introductory Archaeology,11485,ANT,230,2,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Mahar Hall 309,"Jan 23, 2017 - May 05, 2017",Lecture,Alanna E  Ossa,30
Biological Anthropology,12649,ANT,280,3,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Mahar Hall 309,"Jan 23, 2017 - May 05, 2017",Lecture,Kathleen A  Blake,30
Sex and Gender Across Cultures,11783,ANT,300,4,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Mahar Hall 309,"Jan 23, 2017 - May 05, 2017",Lecture,Lindsay   Bell,30
T:Prehispanic Civ Mesoamerica,11484,ANT,301,5,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Mahar Hall 309,"Jan 23, 2017 - May 05, 2017",Lecture,Alanna E  Ossa,30
T:North America Archaeology,11483,ANT,301,6,Undergraduate ,3,,3:00 pm - 5:45 pm,W,Mahar Hall 309,"Jan 23, 2017 - May 05, 2017",Lecture,Douglas   Pippin,30
Eth.TreatmentofNonhumanPrimate,10983,ANT,303,7,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Lanigan Hall 104,"Jan 23, 2017 - May 05, 2017",Lecture,Kathleen A  Blake,30
Language And Culture,12651,ANT,344,1,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Mahar Hall 309,"Jan 23, 2017 - May 05, 2017",Lecture,Jing   Lei,30
Culture History of theIroquois,10659,ANT,356,2,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Mahar Hall 309,"Jan 23, 2017 - May 05, 2017",Lecture,Hugh Owen  Burnam,30
Picturing the Arctic,12648,ANT,379,3,Undergraduate ,3,,3:00 pm - 5:45 pm,M,Marano Campus Center 322,"Jan 23, 2017 - May 05, 2017",Lecture,Lindsay   Bell,30
Teaching Anthropology,10172,ANT,402,4,Undergraduate ,3,,TBA,TBA,TBA,"Jan 23, 2017 - May 05, 2017",Lecture,Kathleen A  Blake,30
ANT Issue:History/Theory/Metho,10170,ANT,410,5,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Mahar Hall 307,"Jan 23, 2017 - May 05, 2017",Lecture,Douglas   Pippin,30
Intro to the Visual Arts,11411,ART,100,6,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Lanigan Hall 107,"Jan 23, 2017 - May 05, 2017",Lecture,William   DeMott,30
Intro to the Visual Arts,10852,ART,100,7,Undergraduate ,3,,6:00 pm - 7:20 pm,TR,Lanigan Hall 107,"Jan 23, 2017 - May 05, 2017",Lecture,Nadine   Longmore,30
Intro to the Visual Arts,11564,ART,100,1,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ","Jan 23, 2017 - May 05, 2017",Distance Learning,Alesha Marie  Hall,30
T:Trad Media/Methods Ceramics,10959,ART,102,2,Undergraduate ,3,,5:30 pm - 7:30 pm,MW,Hewitt Union 1B,"Jan 23, 2017 - May 05, 2017",Studio,Sara   Prigodich,30
TTMM: 2D & 3D Design,11562,ART,102,3,Undergraduate ,3,,5:30 pm - 7:30 pm,MW,Hewitt Union 7A,"Jan 23, 2017 - May 05, 2017",Studio,Russell   Prigodich,30
TEMM: Intro to Digital Media,11926,ART,103,4,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ","Jan 23, 2017 - May 05, 2017",Distance Learning,Alesha Marie  Hall,30
Design Concepts I-2D,12791,ART,105,5,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Tyler Hall 102,"Jan 23, 2017 - May 05, 2017",Studio,Melissa   Cardone,30
Design Concepts I-2D,11041,ART,105,6,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Tyler Hall 102,"Jan 23, 2017 - May 05, 2017",Studio,Mary D.  Pierce,30
Design Concepts I-2D,11938,ART,105,7,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Tyler Hall 102,"Jan 23, 2017 - May 05, 2017",Studio,Mary D.  Pierce,30
Design Concepts II-3D,10855,ART,106,1,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Hewitt Union 7A,"Jan 23, 2017 - May 05, 2017",Studio,Russell   Prigodich,30
Design Concepts II-3D,11322,ART,106,2,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Hewitt Union 7A,"Jan 23, 2017 - May 05, 2017",Studio,Benjamin R  Entner,30
Design Concepts II,10182,ART,205,3,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Tyler Hall 102,"Jan 23, 2017 - May 05, 2017",Studio,William   DeMott,30
Digital Media,10960,ART,207,4,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Lanigan Hall 34,"Jan 23, 2017 - May 05, 2017",Studio,Melissa   Martin,30
Digital Media,10961,ART,207,5,Undergraduate ,3,,9:10 am - 11:15 am,MWF,Tyler Hall 217,"Jan 23, 2017 - May 05, 2017",Studio,Elizabeth Nichole  Hunt,30
Typography,10962,ART,209,6,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Tyler Hall 217,"Jan 23, 2017 - May 05, 2017",Studio,Justin Anty  Mastrangelo,30
Typography,11666,ART,209,7,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Tyler Hall 217,"Jan 23, 2017 - May 05, 2017",Studio,Justin Anty  Mastrangelo,30
Drawing I,10184,ART,210,1,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Tyler Hall 206,"Jan 23, 2017 - May 05, 2017",Studio,Jason M  Cheney,30
Drawing I,11042,ART,210,2,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Tyler Hall 206,"Jan 23, 2017 - May 05, 2017",Studio,Joseph Mario  Romano,30
Painting I,10185,ART,215,3,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Tyler Hall 205,"Jan 23, 2017 - May 05, 2017",Studio,Joseph Mario  Romano,30
Intro to Printmaking,10218,ART,225,4,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Hewitt Union 1A,"Jan 23, 2017 - May 05, 2017",Studio,Mary D.  Pierce,30
Ceramics I,10183,ART,230,5,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Hewitt Union 1B,"Jan 23, 2017 - May 05, 2017",Studio,Sara   Prigodich,30
Intro to Digital Photography,10179,ART,243,6,Undergraduate ,3,,9:10 am - 11:15 am,MWF,Tyler Hall 219,"Jan 23, 2017 - May 05, 2017",Studio,Peter   Cardone,30
Intro to Digital Photography,10180,ART,243,7,Undergraduate ,3,,11:30 am - 1:35 pm,MWF,Tyler Hall 219,"Jan 23, 2017 - May 05, 2017",Studio,Peter   Cardone,30
Intro to Digital Photography,11927,ART,243,1,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,Tyler Hall 219,"Jan 23, 2017 - May 05, 2017",Studio,Stephen   Shaner,30
Sculpture I,12793,ART,245,2,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Hewitt Union 7A,"Jan 23, 2017 - May 05, 2017",Studio,Benjamin R  Entner,30
West Hert I-Survy Art I,10851,ART,250,3,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Lanigan Hall 107,"Jan 23, 2017 - May 05, 2017",Lecture,Lisa K  Langlois,30
West HertII-Survy Art II,11944,ART,251,4,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ","Jan 23, 2017 - May 05, 2017",Distance Learning,Lisa A  Seppi,30
Figure Drawing I,10905,ART,300,5,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Tyler Hall 201,"Jan 23, 2017 - May 05, 2017",Studio,Juan   Perdiguero,30
Motion Graphics I,11698,ART,304,6,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Lanigan Hall 36,"Jan 23, 2017 - May 05, 2017",Lecture,Carla A  Senecal,30
Type and Image,10966,ART,307,7,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Lanigan Hall 34,"Jan 23, 2017 - May 05, 2017",Studio,Carla A  Senecal,30
Branding & Packaging Design,10968,ART,308,1,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,Lanigan Hall 34,"Jan 23, 2017 - May 05, 2017",Studio,Kacie Marie  Haynes,30
Multimedia I,10969,ART,309,2,Undergraduate ,3,,11:30 am - 1:30 pm,MWF,Lanigan Hall 36,"Jan 23, 2017 - May 05, 2017",Studio,Cara B  Thompson,30
Intermediate Drawing,10187,ART,310,3,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Tyler Hall 201,"Jan 23, 2017 - May 05, 2017",Studio,Juan   Perdiguero,30
Intro to Illustration I,10174,ART,312,4,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,Tyler Hall 102,"Jan 23, 2017 - May 05, 2017",Studio,Jason M  Cheney,30
Digital Illustration I,10176,ART,313,5,Undergraduate ,3,,9:35 am - 12:35 pm,TR,Tyler Hall 217,"Jan 23, 2017 - May 05, 2017",Studio,Amy E.  Bartell,30
Painting II,10188,ART,315,6,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Tyler Hall 205,"Jan 23, 2017 - May 05, 2017",Studio,Juan   Perdiguero,30
Painting III,10186,ART,316,7,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Tyler Hall 205,"Jan 23, 2017 - May 05, 2017",Studio,Juan   Perdiguero,30
Web Media I,10971,ART,317,,Undergraduate ,3,,9:10 am - 11:15 am,MWF,Lanigan Hall 36,"Jan 23, 2017 - May 05, 2017",Studio,Rebecca Wendy  Mushtare,30
Drawing for Transfer Students,10932,ART,322,1,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Tyler Hall 201,"Jan 23, 2017 - May 05, 2017",Studio,Juan   Perdiguero,30
Digital Media-Transfer Student,10893,ART,323,2,Undergraduate ,3,,11:30 am - 1:30 pm,MWF,Tyler Hall 217,"Jan 23, 2017 - May 05, 2017",Studio,Elizabeth Nichole  Hunt,30
