Coursename,CRN,Department,CourseID,Section,Level,Credits,Prerequisites,timeslot,Day,Location,Term,Roomtype,Instructor,Capacity
"Two Dimensional,Experi.Studio",14103,ART,396,1,Undergraduate ,3,,TBA,TBA,TBA,Spring2016,Studio,Rebecca Wendy  Mushtare,30
"Two Dimensional,Experi.Studio",17310,ART,396,2,Undergraduate ,3,,TBA,TBA,TBA,Spring2016,Studio,Cynthia A  Clabough,30
"Two Dimensional,Experi.Studio",15753,ART,396,3,Undergraduate ,3,,TBA,TBA,TBA,Spring2016,Studio,Juan   Perdiguero,30
"Two Dimensional,Experi.Studio",18036,ART,396,4,Undergraduate ,3,,TBA,TBA,TBA,Spring2016,Studio,Julieve   Jubin,30
"Two Dimensional,Experi.Studio",18038,ART,396,5,Undergraduate ,3,,TBA,TBA,TBA,Spring2016,Studio,Cynthia A  Clabough,30
"Two Dimensional,Experi.Studio",18981,ART,396,6,Undergraduate ,3,,TBA,TBA,TBA,Spring2016,Studio,Kelly L  Roe,30
"Two Dimensional,Experi.Studio",15758,ART,396,7,Undergraduate ,3,,TBA,TBA,TBA,Spring2016,Studio,Richard   Metzgar,30
"Two Dimensional,Experi.Studio",17776,ART,396,1,Undergraduate ,3,,TBA,TBA,TBA,Spring2016,Studio,Amy E.  Bartell,30
"Two Dimensional,Experi.Studio",17795,ART,396,2,Undergraduate ,3,,TBA,TBA,TBA,Spring2016,Studio,Justin Anty  Mastrangelo,30
"Two Dimensional,Experi.Studio",17849,ART,396,3,Undergraduate ,3,,TBA,TBA,TBA,Spring2016,Studio,Mary D.  Pierce,30
"Two Dimensional,Experi.Studio",19869,ART,396,4,Undergraduate ,3,,TBA,TBA,TBA,Spring2016,Studio,Carla A  Senecal,30
"3 Dimensional,Experi. Studio",15761,ART,397,5,Undergraduate ,3,,TBA,TBA,TBA,Spring2016,Studio,Jeffrey A  Schwarz,30
"3 Dimensional,Experi. Studio",14104,ART,397,6,Undergraduate ,3,,TBA,TBA,TBA,Spring2016,Studio,Richard   Metzgar,30
"3 Dimensional,Experi. Studio",15763,ART,397,7,Undergraduate ,3,,TBA,TBA,TBA,Spring2016,Studio,Benjamin R  Entner,30
"3 Dimensional,Experi. Studio",19810,ART,397,1,Undergraduate ,3,,TBA,TBA,TBA,Spring2016,Studio,Lisa A.  DuBois,30
Figure Drawing II,15706,ART,400,2,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Wilber 117,Spring2016,Studio,Juan   Perdiguero,30
Figure Drawing III,15707,ART,401,3,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Wilber 117,Spring2016,Studio,Juan   Perdiguero,30
Multimedia II,15715,ART,409,4,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Lanigan Hall 36,Spring2016,Studio,Cara B  Thompson,30
Drawing III,18846,ART,410,5,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Wilber 121,Spring2016,Studio,Juan   Perdiguero,30
Drawing IV,18847,ART,411,6,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Wilber 121,Spring2016,Studio,Juan   Perdiguero,30
Traditional Illustration II,10468,ART,412,7,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,Lanigan Hall 36,Spring2016,Studio,Cynthia A  Clabough,30
Digital Illustration II,10475,ART,413,1,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,Lanigan Hall 36,Spring2016,Studio,Cynthia A  Clabough,30
GraphicDesignPracticum-BA only,15746,ART,414,2,Undergraduate ,3,,2:20 pm - 5:00 pm,TR,Lanigan Hall 34,Spring2016,Practicum,Kelly L  Roe,30
Graphic Design Practicum-BFA,17793,ART,414,3,Undergraduate ,3,,2:20 pm - 5:00 pm,TR,Lanigan Hall 36,Spring2016,Practicum,Cynthia A  Clabough,30
Painting IV,17794,ART,415,4,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Wilber 121,Spring2016,Studio,Christopher   McEvoy,30
Web Media II,16886,ART,417,5,Undergraduate ,3,,9:10 am - 11:15 am,MWF,Lanigan Hall 36,Spring2016,Studio,Rebecca Wendy  Mushtare,30
Adv 3-D Modeling & Animation,19808,ART,418,6,Undergraduate ,3,,10:00 am - 2:00 pm,S,Lanigan Hall 36,Spring2016,Studio,Lisa A.  DuBois,30
Studio Management,13194,ART,419,7,Undergraduate ,3,,TBA,TBA,To Be Announced ,Spring2016,Activity,Christopher   McEvoy,30
Adv. Problems in Illustration,19978,ART,423,1,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,Lanigan Hall 36,Spring2016,Studio,Cynthia A  Clabough,30
Adv Problems in Printmaking,19977,ART,425,2,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Hewitt Union 1A,Spring2016,Studio,Kelly L  Roe,30
Adv Problems in Printmaking,19310,ART,425,3,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Hewitt Union 1A,Spring2016,Studio,Justin Anty  Mastrangelo,30
Ceramics III,10544,ART,430,4,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Hewitt Union 1B,Spring2016,Studio,Jeffrey A  Schwarz,30
Ceramics IV,19076,ART,431,5,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Hewitt Union 1B,Spring2016,Studio,Jeffrey A  Schwarz,30
Advanced Digital Photography,17092,ART,443,6,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Hewitt Union 213A,Spring2016,Studio,Julieve   Jubin,30
CreativeCode for Vis Artist II,19861,ART,448,7,Undergraduate ,3,,11:30 am - 1:35 pm,MWF,Lanigan Hall 36,Spring2016,Studio,Rebecca Wendy  Mushtare,30
Motion Graphics II,18041,ART,451,1,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Lanigan Hall 36,Spring2016,Studio,Paul   Mazzucca,30
Seminar in Contemp Art Issues,19872,ART,471,2,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Mahar Hall 216,Spring2016,Seminar,Lisa A  Seppi,30
BFA Exhibition,15750,ART,492,3,Undergraduate ,3,,5:15 pm - 5:45 pm,TR,Lanigan Hall 35,Spring2016,Activity,Cynthia A  Clabough,30
Studio Practicum,14919,ART,496,4,Undergraduate ,3,,2:20 pm - 5:00 pm,TR,Wilber 102,Spring2016,Practicum,Richard   Metzgar,30
GS: 3D,Modeling & Animation,19809,,5,Graduate ,3,,10:00 am - 2:00 pm,S,Lanigan Hall 36,Spring2016,Studio,Lisa A.  DuBois,30
Gr Graphic Design-Type&Image,16896,ART,508,6,Graduate ,3,,6:00 pm - 9:00 pm,MW,Lanigan Hall 34,Spring2016,Studio,Paul   Mazzucca,30
Gr Graphic Design-Print Media,16872,ART,508,7,Graduate ,3,,6:00 pm - 9:00 pm,TR,Lanigan Hall 34,Spring2016,Lecture,Kacie Marie  Haynes,30
Grad Digital Multi-media:Intro,16869,ART,509,1,Graduate ,3,,6:00 pm - 9:00 pm,MW,Lanigan Hall 36,Spring2016,Lecture,Cara B  Thompson,30
Gr Multimedia-Motion Graphics,18042,ART,509,2,Graduate ,3,,9:35 am - 12:30 pm,TR,Lanigan Hall 36,Spring2016,Lecture,Paul   Mazzucca,30
Graduate Drawing-Figure,16890,ART,510,3,Graduate ,3,,6:00 pm - 9:00 pm,MW,Wilber 117,Spring2016,Lecture,Juan   Perdiguero,30
Graduate Drawing,Adv,16992,,4,Graduate ,3,,9:10 am - 12:25 pm,MW,Wilber 121,Spring2016,Lecture,Juan   Perdiguero,30
Graduate Digital Illustration,16862,ART,513,5,Graduate ,3,,6:00 pm - 9:00 pm,TR,Lanigan Hall 36,Spring2016,Lecture,Cynthia A  Clabough,30
Grad Prob in Graphic Design,10478,ART,514,6,Graduate ,3,,2:20 pm - 5:00 pm,TR,Lanigan Hall 36,Spring2016,Activity,Cynthia A  Clabough,30
Grad Prob in Graphic Design,18983,ART,514,7,Graduate ,3,,2:00 pm - 5:00 pm,F,Lanigan Hall 35,Spring2016,Lecture,Cara B  Thompson,30
Graduate Painting-Beginning,16884,ART,515,1,Graduate ,3,,9:35 am - 12:30 pm,TR,Wilber 121,Spring2016,Lecture,Christopher   McEvoy,30
Graduate Painting,16885,ART,515,2,Graduate ,3,,2:20 pm - 5:15 pm,TR,Wilber 121,Spring2016,Lecture,Christopher   McEvoy,30
Graduate Ptg:Figure Painting,19858,ART,515,3,Graduate ,3,,2:00 pm - 5:00 pm,MW,Wilber 117,Spring2016,Studio,Juan   Perdiguero,30
Graduate Web Design,16887,ART,517,4,Graduate ,3,,9:10 am - 11:15 am,MWF,Lanigan Hall 36,Spring2016,Lecture,Rebecca Wendy  Mushtare,30
Graduate Critique,MA,16863,,5,Graduate ,3,,TBA,TBA,TBA,Spring2016,Recitation or Discussion,Cara B  Thompson,30
Graduate Critique-MAT,19851,ART,519,6,Graduate ,3,,TBA,TBA,TBA,Spring2016,Recitation or Discussion,Cynthia A  Clabough,30
Graduate Digital Media,18822,ART,523,7,Graduate ,3,,9:35 am - 12:30 pm,TR,Lanigan Hall 34,Spring2016,Studio,Cynthia A  Clabough,30
Grad Printmaking:ScreenPrint,16868,ART,525,1,Graduate ,3,,6:00 pm - 9:00 pm,MW,Hewitt Union 1A,Spring2016,Lecture,Justin Anty  Mastrangelo,30
Graduate Ceramics,16874,ART,530,2,Graduate ,3,,6:00 pm - 9:00 pm,MW,Hewitt Union 1B,Spring2016,Studio,Jeffrey A  Schwarz,30
GR ST: Art Therapy,17791,ART,533,3,Graduate ,3,,2:20 pm - 5:15 pm,TR,Hewitt Union 7A,Spring2016,Studio,Melissa   Cardone,30
ST:LetterPress/PhotoPolymerPri,18980,ART,533,4,Graduate ,3,,9:35 am - 12:30 pm,TR,Hewitt Union 1A,Spring2016,Studio,Kelly L  Roe,30
Graduate Photography-Digital,16876,ART,540,5,Graduate ,3,,2:20 pm - 5:15 pm,TR,Hewitt Union 213A,Spring2016,Studio,Julieve   Jubin,30
Graduate Photography,20273,ART,540,6,Graduate ,3,,6:00 pm - 9:00 pm,MW,Hewitt Union 213A,Spring2016,Lecture,Peter   Cardone,30
Graduate Photography:Experimen,19859,ART,540,7,Graduate ,3,,2:00 pm - 5:00 pm,MW,Hewitt Union 213A,Spring2016,Studio,Julieve   Jubin,30
Gr Sculp:Puppet/PreformObjects,18825,ART,545,1,Graduate ,3,,9:35 am - 12:30 pm,TR,Hewitt Union 7B,Spring2016,Studio,Benjamin R  Entner,30
Grad Creative Code Vis. Artist,19862,ART,548,2,Graduate ,3,,11:30 am - 1:35 pm,MWF,Lanigan Hall 36,Spring2016,Lecture,Rebecca Wendy  Mushtare,30
20th Century Art,19871,ART,553,3,Graduate ,3,,9:35 am - 10:55 am,TR,Mahar Hall 214,Spring2016,Lecture,Lisa A  Seppi,30
RP: Japanese Art,18843,ART,571,4,Graduate ,3,,3:00 pm - 4:20 pm,MW,Mahar Hall 214,Spring2016,Lecture,Lisa K  Langlois,30
RP: Contemp Art Issues,19873,ART,571,5,Graduate ,3,,12:45 pm - 2:05 pm,TR,Mahar Hall 216,Spring2016,Lecture,Lisa A  Seppi,30
RP:AsianArtThroughTheSilk Road,18839,ART,571,6,Graduate ,3,,2:20 pm - 3:40 pm,TR,Mahar Hall 214,Spring2016,Lecture,Lisa K  Langlois,30
Amer Sign Language II,13467,ASL,102,7,Undergraduate ,3,,5:00 pm - 6:20 pm,TR,Marano Campus Center 208,Spring2016,Lecture,Laura   Latray-Corey,30
Astronomy,11112,AST,100,1,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Shineman Center 172,Spring2016,Lecture,John   Zielinski,30
Astronomy,11113,AST,100,2,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Shineman Center 183,Spring2016,Lecture,Scott   Roby,30
Astronomy,11111,AST,100,3,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Park Hall 315,Spring2016,Lecture,Scott   Roby,30
Astronomy,11115,AST,100,4,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Shineman Center 183,Spring2016,Lecture,John   Rusho,30
Astronomy,13484,AST,100,5,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Shineman Center 183,Spring2016,Lecture,John   Rusho,30
Introductory Astronomy,15628,AST,100,6,Undergraduate ,3,,8:00 am - 9:20 am,TR,Shineman Center 185,Spring2016,Lecture,John   Rusho,30
Astronomy,17683,AST,100,7,Undergraduate ,3,,9:35 am - 10:55 am,TR,Shineman Center 185,Spring2016,Lecture,John   Rusho,30
Optical Astronomy,19733,AST,350,1,Undergraduate ,3,,8:00 pm - 10:00 pm,TR,Shineman Center 192,Spring2016,Lecture,Shashi M  Kanbur,30
Intro to Health Info Systems,18694,BHI,501,2,Graduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2016,Distance Learning,Ioana   Coman,30
"Systems Design,Integ,Safe&Secu",19756,BHI,504,3,Graduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2016,Distance Learning,Isabelle   Bichindaritz,30
Digital Health,19760,BHI,505,4,Graduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2016,Distance Learning,Ioana   Coman,30
Data Analytics,19754,BHI,509,5,Graduate ,3,,3:55 pm - 5:15 pm,TR,Shineman Center 448,Spring2016,Lecture,Isabelle   Bichindaritz,30
General Biology,10989,BIO,101,6,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Shineman Center 192,Spring2016,Lecture,Michael J  McDonald,30
General Biology Lab,10990,BIO,101,7,Undergraduate ,3,,6:00 pm - 8:00 pm,R,Shineman Center 208,Spring2016,Laboratory,Michael J  McDonald,30
Biology Seminar,17656,BIO,110,1,Undergraduate ,3,,12:45 pm - 1:40 pm,T,Shineman Center 178,Spring2016,Seminar,Kamal I  Mohamed,30
Biology Seminar,19879,BIO,110,2,Undergraduate ,3,,9:35 am - 10:30 am,T,Shineman Center 183,Spring2016,Seminar,C. Eric  Hellquist,30
Molecular/Cellular Foundations,12474,BIO,120,3,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Shineman Center 175,Spring2016,Lecture,James A  MacKenzie,30
Molecular/Cellular Foundations,15661,BIO,120,4,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Shineman Center 122,Spring2016,Lecture,David A  Dunn,30
Molecular/Cellular Foundations,20109,BIO,120,5,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Lanigan Hall 103,Spring2016,Lecture,Jenifer   Cruickshank,30
Molecular/Cell Foundations Lab,12475,BIO,120,6,Undergraduate ,3,,1:50 pm - 4:50 pm,M,Shineman Center 204,Spring2016,Laboratory,David A  Dunn,30
Molecular/Cell Foundations Lab,12476,BIO,120,7,Undergraduate ,3,,5:30 pm - 8:30 pm,M,Shineman Center 204,Spring2016,Laboratory,David A  Dunn,30
Molecular/Cell Foundations Lab,14443,BIO,120,1,Undergraduate ,3,,11:10 am - 2:10 pm,T,Shineman Center 204,Spring2016,Laboratory,Anthony L  Contento,30
Molecular/Cell Foundations Lab,12478,BIO,120,2,Undergraduate ,3,,2:20 pm - 5:20 pm,T,Shineman Center 204,Spring2016,Laboratory,Christopher H  Chandler,30
Molecular/Cell Foundations Lab,12479,BIO,120,3,Undergraduate ,3,,5:30 pm - 8:30 pm,R,Shineman Center 204,Spring2016,Laboratory,Sofia   Windstam,30
Molecular/Cell Foundations Lab,12482,BIO,120,4,Undergraduate ,3,,11:10 am - 2:10 pm,R,Shineman Center 204,Spring2016,Laboratory,Anthony L  Contento,30
Molecular/Cellular Found Lab,15245,BIO,120,5,Undergraduate ,3,,2:20 pm - 5:20 pm,R,Shineman Center 204,Spring2016,Laboratory,Suresh   Nimmagadda,30
Molecular/Cell Foundations Lab,17661,BIO,120,6,Undergraduate ,3,,1:50 pm - 4:50 pm,W,Shineman Center 204,Spring2016,Laboratory,Anthony L  Contento,30
Molecular/Cell Foundation Lab,17651,BIO,120,7,Undergraduate ,3,,5:30 pm - 8:30 pm,W,Shineman Center 204,Spring2016,Laboratory,Andrew   McElwain,30
Human Biology,15366,BIO,203,1,Undergraduate ,3,,7:00 pm - 8:20 pm,MW,Shineman Center 122,Spring2016,Lecture,Cleane L  Medeiros,30
Understanding Evolution,10999,BIO,207,2,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Shineman Center 122,Spring2016,Lecture,Peter A  Rosenbaum,30
T:Molecules of Astrobiology,18879,BIO,301,3,Undergraduate ,3,,7:00 pm - 8:20 pm,TR,Park Hall 315,Spring2016,Lecture,Anthony L  Contento,30
ConsEth.TreatofNonhumanPrimate,17263,BIO,303,4,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Lanigan Hall 104,Spring2016,Lecture,Kathleen A  Blake,30
Insects and People,18909,BIO,304,5,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Shineman Center 176,Spring2016,Lecture,Karen R  Sime,30
Cellular Physiology,14869,BIO,309,6,Undergraduate ,3,,8:00 am - 8:55 am,MWF,Shineman Center 183,Spring2016,Lecture,David A  Dunn,30
Microbiology,13257,BIO,310,7,Undergraduate ,3,,9:10 am - 10:05 am,MW,Shineman Center 175,Spring2016,Lecture,Peter   Newell,30
Microbiology Lab,13258,BIO,310,1,Undergraduate ,3,,8:00 am - 11:00 am,R,Shineman Center 212,Spring2016,Laboratory,Peter   Newell,30
Microbiology Lab,15660,BIO,310,2,Undergraduate ,3,,12:45 pm - 3:45 pm,R,Shineman Center 212,Spring2016,Laboratory,Peter   Newell,30
Microbiology Lab,18899,BIO,310,3,Undergraduate ,3,,1:50 pm - 4:50 pm,M,Shineman Center 212,Spring2016,Laboratory,Peter   Newell,30
Ecology of Host-Micro Interact,19882,BIO,311,4,Undergraduate ,3,,8:00 am - 9:20 am,TR,Shineman Center 194,Spring2016,Lecture,Sofia   Windstam,30
Genetics,17654,BIO,315,5,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Shineman Center 174,Spring2016,Lecture,Jenifer   Cruickshank,30
Laboratory in Genetics,17655,BIO,316,6,Undergraduate ,3,,2:20 pm - 5:20 pm,T,Shineman Center 208,Spring2016,Laboratory,Jenifer   Cruickshank,30
Laboratory in Genetics,17653,BIO,316,7,Undergraduate ,3,,1:50 pm - 4:50 pm,W,Shineman Center 208,Spring2016,Laboratory,Jenifer   Cruickshank,30
Introductory Ecology,11005,BIO,320,1,Undergraduate ,3,,8:00 am - 8:55 am,MW,Shineman Center 175,Spring2016,Lecture,C. Eric  Hellquist,30
Introductory Ecology Lab,12486,BIO,320,2,Undergraduate ,3,,2:20 pm - 5:20 pm,T,Rice Creek 119,Spring2016,Laboratory,C. Eric  Hellquist,30
Introductory Ecology Lab,17187,BIO,320,3,Undergraduate ,3,,10:20 am - 1:35 pm,W,Rice Creek 119,Spring2016,Laboratory,C. Eric  Hellquist,30
Introductory Ecology Lab,18878,BIO,320,4,Undergraduate ,3,,1:50 pm - 4:50 pm,W,Rice Creek 119,Spring2016,Laboratory,C. Eric  Hellquist,30
Microscopy/Imaging Techniques,19954,BIO,322,5,Undergraduate ,3,,5:30 pm - 6:25 pm,TR,Shineman Center 301,Spring2016,Lecture,Julien   Bachelier,30
Microscopy/Imaging Tech: Lab,19955,BIO,322,6,Undergraduate ,3,,6:35 pm - 8:05 pm,TR,Shineman Center 301,Spring2016,Laboratory,Julien   Bachelier,30
The Plant Kingdom,16270,BIO,340,7,Undergraduate ,3,,11:30 am - 12:25 pm,MW,Shineman Center 196,Spring2016,Lecture,Julien   Bachelier,30
The Plant Kingdom Lab,18876,BIO,340,1,Undergraduate ,3,,9:35 am - 12:30 pm,R,Shineman Center 301,Spring2016,Laboratory,Julien   Bachelier,30
Great Lakes Environ. Issues,11000,BIO,363,2,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Park Hall 206,Spring2016,Lecture,Richard C  Back,30
The Animal Kingdom,15688,BIO,370,3,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Shineman Center 194,Spring2016,Lecture,Michael J  McDonald,30
The Animal Kingdom-LAB,15685,BIO,370,4,Undergraduate ,3,,3:00 pm - 6:00 pm,M,Shineman Center 305,Spring2016,Laboratory,Michael J  McDonald,30
Ecosystems and Society,19244,BIO,400,5,Undergraduate ,3,,9:35 am - 10:55 am,TR,Park Hall 314,Spring2016,Lecture,Richard C  Back,30
Evolution,10997,BIO,425,6,Undergraduate ,3,,3:00 pm - 5:55 pm,W,Shineman Center 192,Spring2016,Lecture,Peter A  Rosenbaum,30
Evolution,13262,BIO,425,7,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Shineman Center 196,Spring2016,Lecture,Peter A  Rosenbaum,30
Evolution,18892,BIO,425,1,Undergraduate ,3,,5:30 pm - 6:50 pm,MW,Shineman Center 196,Spring2016,Lecture,Julien   Bachelier,30
Evolution,15689,BIO,425,2,Undergraduate ,3,,5:30 pm - 6:50 pm,TR,Shineman Center 196,Spring2016,Lecture,Jennifer C  Olori,30
Evolution,17663,BIO,425,3,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Shineman Center 196,Spring2016,Lecture,Jennifer C  Olori,30
Parasitology,19881,BIO,474,4,Undergraduate ,3,,9:35 am - 10:55 am,TR,Park Hall 212,Spring2016,Lecture,Andrew   McElwain,30
Parasitology Lab,19880,BIO,474,5,Undergraduate ,3,,5:30 pm - 8:30 pm,M,Shineman Center 301,Spring2016,Laboratory,Andrew   McElwain,30
R: Animal Ecology,18903,BIO,492,6,Undergraduate ,3,,1:50 pm - 4:50 pm,W,Rice Creek 121,Spring2016,Lecture,Maria   Sagot,30
R:Developmental Biology,18888,BIO,492,7,Undergraduate ,3,,2:20 pm - 5:20 pm,T,Shineman Center 348,Spring2016,Lecture,Poongodi   Geetha-Loganathan,30
R: Genomics,16901,BIO,492,1,Undergraduate ,3,,8:00 am - 9:20 am,TR,Shineman Center 448,Spring2016,Lecture,Christopher H  Chandler,30
R: Plant Biology,16910,BIO,492,2,Undergraduate ,3,,2:20 pm - 5:20 pm,T,Shineman Center 304,Spring2016,Lecture,Kamal I  Mohamed,30
R: Bio fungi-host interactions,16920,BIO,492,3,Undergraduate ,3,,1:50 pm - 4:50 pm,M,Shineman Center 348,Spring2016,Lecture,Sofia   Windstam,30
Evolution,10998,BIO,525,4,Graduate ,3,,3:00 pm - 5:55 pm,W,Shineman Center 192,Spring2016,Seminar,Peter A  Rosenbaum,30
Evolution,16927,BIO,525,5,Graduate ,3,,2:20 pm - 3:40 pm,TR,Shineman Center 196,Spring2016,Seminar,Peter A  Rosenbaum,30
Evolution,18894,BIO,525,6,Graduate ,3,,5:30 pm - 6:50 pm,MW,Shineman Center 196,Spring2016,Seminar,Julien   Bachelier,30
Evolution,15690,BIO,525,7,Graduate ,3,,5:30 pm - 6:50 pm,TR,Shineman Center 196,Spring2016,Seminar,Jennifer C  Olori,30
Evolution,17664,BIO,525,,Graduate ,3,,12:45 pm - 2:05 pm,TR,Shineman Center 196,Spring2016,Seminar,Jennifer C  Olori,30
R: Animal Ecology,18904,BIO,592,1,Graduate ,3,,1:50 pm - 4:50 pm,W,Rice Creek 121,Spring2016,Lecture,Maria   Sagot,30
R:Developmental Biology,18889,BIO,592,2,Graduate ,3,,2:20 pm - 5:20 pm,T,Shineman Center 348,Spring2016,Lecture,Poongodi   Geetha-Loganathan,30
R: Genomics,16902,BIO,592,3,Graduate ,3,,8:00 am - 9:20 am,TR,Shineman Center 448,Spring2016,Activity,Christopher H  Chandler,30
R: Plant Biology,16912,BIO,592,4,Graduate ,3,,2:20 pm - 5:20 pm,T,Shineman Center 304,Spring2016,Activity,Kamal I  Mohamed,30
Business Law I,10054,BLW,280,5,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Rich Hall 220,Spring2016,Lecture,John W  Spring,30
Business Law I,14062,BLW,280,6,Undergraduate ,3,,5:30 pm - 6:50 pm,TR,Rich Hall 220,Spring2016,Lecture,John W  Spring,30
Legal&Regulatory Environ ofBus,10055,BLW,355,7,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Rich Hall 220,Spring2016,Lecture,Mary E  McGowan,30
Legal&Regulatory Environ ofBus,10057,BLW,355,1,Undergraduate ,3,,6:00 pm - 8:45 pm,T,Rich Hall 221,Spring2016,Lecture,Delbert James  Guile,30
Legal&Regulatory Environ ofBus,10058,BLW,355,2,Undergraduate ,3,,6:10 pm - 8:55 pm,M,Rich Hall 324,Spring2016,Lecture,Michael R  McAndrew,30
Legal&Regulatory Environ ofBus,17903,BLW,355,3,Undergraduate ,3,,6:10 pm - 7:30 pm,MW,Rich Hall 323,Spring2016,Lecture,Andrew T.  Wolfe,30
Legal&Regulatory Environ ofBus,18104,BLW,355,4,Undergraduate ,3,,7:35 pm - 8:55 pm,TR,Rich Hall 223,Spring2016,Lecture,Jason Raymond  Denny,30
Legal&Regulatory Environ ofBus,10059,BLW,355,5,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2016,Distance Learning,Andrew T.  Wolfe,30
Legal&Regulatory Environ ofBus,15770,BLW,355,6,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2016,Distance Learning,Kathryn   Wolfe,30
Legal&Regulatory Environ ofBus,19759,BLW,355,7,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2016,Distance Learning,Mary E  McGowan,30
Business Law II,10063,BLW,381,1,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Rich Hall 220,Spring2016,Lecture,Mary E  McGowan,30
Introduction To Mass Media,11395,BRC,108,2,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Lanigan Hall 106,Spring2016,Lecture,David   Crider,30
Introduction To Mass Media,14796,BRC,108,3,Undergraduate ,3,,9:35 am - 10:55 am,TR,Mahar Hall 220,Spring2016,Lecture,Jennifer   Fogel,30
Introduction To Mass Media,16981,BRC,108,4,Undergraduate ,3,,4:35 pm - 5:55 pm,MW,Lanigan Hall 105,Spring2016,Lecture,James   Wyckoff,30
Soc Hist Amer Radio&TV,16059,BRC,200,5,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Mahar Hall 204,Spring2016,Lecture,Jennifer   Fogel,30
Soc Hist Amer Radio&TV,19988,BRC,200,6,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2016,Distance Learning,Marvin   Kaminsky,30
Broadcast Performance,17156,BRC,215,7,Undergraduate ,3,,6:10 pm - 8:55 pm,T,Lanigan Hall 102A,Spring2016,Lecture,Michael J  Riecke,30
Radio Production,16819,BRC,220,1,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Hewitt Union 213D,Spring2016,Lecture,Jeffrey N  Bradbury,30
Radio Production,19989,BRC,220,2,Undergraduate ,3,,4:35 pm - 5:55 pm,MW,Hewitt Union 213D,Spring2016,Activity,David   Crider,30
Introduction to New Media,14798,BRC,222,3,Undergraduate ,3,,6:15 pm - 7:35 pm,W,Lanigan Hall 20,Spring2016,Lecture,Gary Matthew  Ritzenthaler,30
Broadcast Newswriting,11400,BRC,229,4,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Lanigan Hall 20,Spring2016,Lecture,Michael J  Riecke,30
Broadcast Newswriting,16209,BRC,229,5,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Lanigan Hall 20,Spring2016,Lecture,Michael J  Riecke,30
Broadcast Newswriting,17207,BRC,229,6,Undergraduate ,3,,4:35 pm - 5:55 pm,MW,Lanigan Hall 20,Spring2016,Lecture,James R  Lerch,30
Broadcast Newswriting,19712,BRC,229,7,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2016,Distance Learning,Peter E.  Hunn,30
Intro Video Production,11402,BRC,235,1,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Lanigan Hall 20,Spring2016,Lecture,Jordan M  Kligerman,30
Intro Video Production,19714,BRC,235,2,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Lanigan Hall 20,Spring2016,Lecture,Marybeth   Longo,30
